user_id,course_id,lesson_id,activity_status,activity_date
USER01019,CU037,LES00217,COMPLETED,2025-12-30 04:56:02.624698
USER01461,CU032,LES00632,COMPLETED,2025-04-23 04:56:02.624702
USER00991,CU054,LES00414,COMPLETED,2025-04-29 04:56:02.624705
USER01147,CU045,LES01005,COMPLETED,2026-01-23 04:56:02.624709
USER01842,CU040,LES00640,COMPLETED,2025-05-14 04:56:02.624712
USER01732,CU036,LES00576,COMPLETED,2025-06-02 04:56:02.624715
USER00863,CU052,LES00652,STARTED,2025-10-01 04:56:02.624719
USER01020,CU050,LES00950,STARTED,2025-10-03 04:56:02.624722
USER01049,CU044,LES00584,STARTED,2025-08-15 04:56:02.624725
USER01130,CU020,LES00500,COMPLETED,2025-04-22 04:56:02.624729
USER01820,CU024,LES00264,STARTED,2025-08-22 04:56:02.624732
USER01379,CU035,LES00455,COMPLETED,2025-11-13 04:56:02.624736
USER01089,CU051,LES00651,COMPLETED,2025-07-22 04:56:02.624739
USER00950,CU047,LES00407,COMPLETED,2025-12-04 04:56:02.624743
USER00058,CU060,LES00480,STARTED,2025-08-07 04:56:02.624746
USER01437,CU026,LES00866,STARTED,2025-07-26 04:56:02.624750
USER01673,CU009,LES01029,STARTED,2025-11-09 04:56:02.624753
USER01104,CU054,LES00834,STARTED,2025-07-13 04:56:02.624757
USER00397,CU042,LES00522,STARTED,2025-04-30 04:56:02.624775
USER00068,CU029,LES00389,COMPLETED,2025-11-10 04:56:02.624778
USER00740,CU050,LES00410,STARTED,2025-05-02 04:56:02.624782
USER00946,CU044,LES00884,COMPLETED,2025-09-17 04:56:02.624787
USER01055,CU017,LES01037,COMPLETED,2025-12-01 04:56:02.624791
USER01235,CU010,LES00670,COMPLETED,2025-09-23 04:56:02.624795
USER01374,CU057,LES00297,STARTED,2025-04-28 04:56:02.624799
USER01124,CU032,LES00632,STARTED,2026-01-03 04:56:02.624803
USER01208,CU058,LES00538,COMPLETED,2025-04-20 04:56:02.624806
USER00928,CU004,LES00784,STARTED,2025-12-07 04:56:02.624810
USER01865,CU010,LES00250,COMPLETED,2025-11-01 04:56:02.624814
USER01569,CU016,LES00856,COMPLETED,2025-12-07 04:56:02.624817
USER00056,CU011,LES00851,COMPLETED,2025-08-03 04:56:02.624821
USER00887,CU004,LES00784,STARTED,2025-05-08 04:56:02.624824
USER00574,CU025,LES00805,COMPLETED,2025-08-17 04:56:02.624828
USER01943,CU035,LES00095,COMPLETED,2025-11-06 04:56:02.624832
USER01031,CU013,LES00913,COMPLETED,2025-10-14 04:56:02.624835
USER00375,CU026,LES00686,COMPLETED,2025-09-05 04:56:02.624839
USER00493,CU009,LES00129,COMPLETED,2025-11-10 04:56:02.624843
USER00599,CU028,LES00148,COMPLETED,2025-12-31 04:56:02.624847
USER00512,CU005,LES00965,STARTED,2025-06-06 04:56:02.624850
USER01776,CU048,LES00528,STARTED,2026-01-03 04:56:02.624853
USER00069,CU059,LES00179,STARTED,2025-07-10 04:56:02.624857
USER01348,CU054,LES00834,COMPLETED,2025-12-17 04:56:02.624861
USER01357,CU001,LES00481,STARTED,2025-07-07 04:56:02.624864
USER01010,CU055,LES00775,COMPLETED,2025-08-22 04:56:02.624868
USER01146,CU035,LES00635,COMPLETED,2025-05-07 04:56:02.624871
USER01713,CU024,LES01044,STARTED,2025-08-14 04:56:02.624874
USER00930,CU059,LES00059,STARTED,2025-08-30 04:56:02.624878
USER01864,CU036,LES00036,STARTED,2025-09-14 04:56:02.624882
USER01361,CU023,LES00023,COMPLETED,2025-08-16 04:56:02.624885
USER01588,CU040,LES00940,STARTED,2025-09-05 04:56:02.624889
USER00173,CU019,LES00439,STARTED,2025-08-21 04:56:02.624893
USER00961,CU005,LES00905,COMPLETED,2025-04-13 04:56:02.624897
USER00566,CU030,LES00570,COMPLETED,2025-05-17 04:56:02.624900
USER00856,CU017,LES00017,STARTED,2026-01-06 04:56:02.624904
USER00269,CU034,LES00754,COMPLETED,2025-12-28 04:56:02.624908
USER00255,CU024,LES00744,COMPLETED,2025-09-10 04:56:02.624912
USER01435,CU016,LES00376,COMPLETED,2025-09-26 04:56:02.624915
USER00381,CU046,LES00526,COMPLETED,2025-05-11 04:56:02.624919
USER01290,CU058,LES00418,COMPLETED,2025-08-30 04:56:02.624923
USER01045,CU048,LES00468,STARTED,2025-09-04 04:56:02.624926
USER01417,CU036,LES00936,STARTED,2025-09-29 04:56:02.624930
USER00356,CU045,LES00945,STARTED,2025-07-31 04:56:02.624933
USER00683,CU030,LES00030,COMPLETED,2025-12-09 04:56:02.624937
USER01744,CU024,LES00504,COMPLETED,2025-08-29 04:56:02.624941
USER00197,CU034,LES00034,COMPLETED,2025-08-07 04:56:02.624944
USER00473,CU058,LES00958,STARTED,2025-11-30 04:56:02.624948
USER00323,CU015,LES00795,COMPLETED,2025-09-13 04:56:02.624951
USER01779,CU047,LES00767,COMPLETED,2025-08-14 04:56:02.624955
USER01117,CU008,LES00308,STARTED,2025-10-30 04:56:02.624959
USER00170,CU049,LES00409,STARTED,2025-06-19 04:56:02.624962
USER00839,CU052,LES00472,COMPLETED,2025-09-14 04:56:02.624965
USER00457,CU001,LES00181,COMPLETED,2025-05-30 04:56:02.624969
USER01194,CU060,LES00240,COMPLETED,2025-09-02 04:56:02.624972
USER01249,CU047,LES00167,STARTED,2025-09-25 04:56:02.624976
USER00739,CU021,LES00141,COMPLETED,2025-04-30 04:56:02.624979
USER00517,CU056,LES00896,COMPLETED,2026-01-07 04:56:02.624983
USER00013,CU013,LES00253,COMPLETED,2025-07-18 04:56:02.624987
USER00984,CU039,LES00999,STARTED,2025-11-08 04:56:02.624990
USER01080,CU041,LES00641,STARTED,2025-08-26 04:56:02.624994
USER01321,CU020,LES00260,COMPLETED,2026-01-10 04:56:02.624999
USER00795,CU016,LES00856,STARTED,2025-08-05 04:56:02.625002
USER01460,CU032,LES00152,STARTED,2025-05-29 04:56:02.625006
USER00896,CU043,LES00043,COMPLETED,2025-08-01 04:56:02.625010
USER00177,CU008,LES00968,COMPLETED,2025-12-21 04:56:02.625013
USER00152,CU052,LES00352,COMPLETED,2025-11-03 04:56:02.625017
USER00604,CU028,LES00088,COMPLETED,2025-06-23 04:56:02.625021
USER00498,CU010,LES00910,STARTED,2025-11-04 04:56:02.625025
USER01028,CU013,LES00673,STARTED,2025-07-24 04:56:02.625028
USER00767,CU039,LES00099,COMPLETED,2025-12-01 04:56:02.625032
USER00523,CU013,LES00133,STARTED,2025-12-20 04:56:02.625036
USER01535,CU051,LES00351,STARTED,2025-05-26 04:56:02.625039
USER00417,CU020,LES00500,COMPLETED,2025-07-15 04:56:02.625043
USER01182,CU054,LES00474,COMPLETED,2025-06-18 04:56:02.625046
USER00446,CU044,LES00824,STARTED,2025-08-16 04:56:02.625050
USER01374,CU027,LES00207,STARTED,2025-04-14 04:56:02.625053
USER01880,CU002,LES00782,STARTED,2025-06-05 04:56:02.625057
USER01422,CU009,LES00969,COMPLETED,2025-10-17 04:56:02.625061
USER00669,CU006,LES01026,STARTED,2025-08-21 04:56:02.625065
USER01010,CU035,LES00035,STARTED,2025-12-08 04:56:02.625068
USER01111,CU009,LES00069,COMPLETED,2025-08-20 04:56:02.625072
USER01460,CU029,LES00149,COMPLETED,2025-04-17 04:56:02.625076
USER00145,CU057,LES00537,STARTED,2025-08-12 04:56:02.625079
USER00710,CU010,LES00190,STARTED,2026-01-11 04:56:02.625083
USER01726,CU020,LES00200,STARTED,2025-05-09 04:56:02.625087
USER01504,CU040,LES00100,STARTED,2025-12-19 04:56:02.625090
USER01630,CU045,LES00885,COMPLETED,2025-05-16 04:56:02.625094
USER00778,CU001,LES01021,STARTED,2025-10-25 04:56:02.625098
USER01733,CU020,LES00260,STARTED,2025-10-10 04:56:02.625101
USER00346,CU014,LES00074,STARTED,2025-04-22 04:56:02.625105
USER01945,CU004,LES00544,STARTED,2025-04-14 04:56:02.625108
USER01549,CU040,LES00580,COMPLETED,2025-11-18 04:56:02.625112
USER01028,CU053,LES00173,STARTED,2025-10-26 04:56:02.625116
USER00173,CU014,LES00254,COMPLETED,2025-04-10 04:56:02.625119
USER00517,CU010,LES00370,COMPLETED,2025-08-15 04:56:02.625123
USER00767,CU057,LES00597,STARTED,2025-04-28 04:56:02.625127
USER01453,CU005,LES00485,COMPLETED,2025-10-09 04:56:02.625130
USER00951,CU047,LES00767,STARTED,2025-05-16 04:56:02.625134
USER00052,CU004,LES00784,COMPLETED,2025-06-01 04:56:02.625138
USER00887,CU015,LES00675,COMPLETED,2025-05-03 04:56:02.625141
USER00874,CU052,LES00352,COMPLETED,2025-07-22 04:56:02.625145
USER00258,CU059,LES01079,STARTED,2025-06-06 04:56:02.625148
USER01006,CU043,LES00043,STARTED,2025-07-17 04:56:02.625152
USER01262,CU040,LES00220,STARTED,2025-06-08 04:56:02.625155
USER00502,CU041,LES00641,STARTED,2025-07-06 04:56:02.625158
USER00735,CU009,LES00009,COMPLETED,2025-11-05 04:56:02.625162
USER01690,CU001,LES00481,STARTED,2025-09-24 04:56:02.625165
USER01963,CU034,LES00274,COMPLETED,2025-07-26 04:56:02.625169
USER00886,CU058,LES00598,STARTED,2025-11-17 04:56:02.625172
USER00375,CU020,LES00080,COMPLETED,2025-05-26 04:56:02.625177
USER01049,CU017,LES00437,COMPLETED,2025-11-05 04:56:02.625180
USER01777,CU045,LES00765,COMPLETED,2025-12-30 04:56:02.625183
USER01800,CU015,LES01035,STARTED,2025-10-08 04:56:02.625187
USER00561,CU040,LES00580,COMPLETED,2025-12-29 04:56:02.625190
USER01320,CU039,LES00039,STARTED,2025-11-17 04:56:02.625194
USER00513,CU025,LES00805,COMPLETED,2025-08-11 04:56:02.625197
USER00692,CU039,LES00879,STARTED,2025-07-30 04:56:02.625200
USER01055,CU036,LES00816,COMPLETED,2025-09-07 04:56:02.625204
USER00972,CU012,LES00132,COMPLETED,2025-07-22 04:56:02.625207
USER00348,CU022,LES00802,COMPLETED,2025-11-12 04:56:02.625210
USER01573,CU044,LES00884,STARTED,2025-10-29 04:56:02.625213
USER01269,CU032,LES00032,COMPLETED,2025-07-16 04:56:02.625217
USER00588,CU033,LES00573,COMPLETED,2025-11-21 04:56:02.625220
USER00378,CU006,LES00666,STARTED,2025-11-27 04:56:02.625224
USER01854,CU056,LES00956,STARTED,2025-09-03 04:56:02.625227
USER00186,CU019,LES00319,STARTED,2025-08-04 04:56:02.625231
USER01436,CU037,LES00817,STARTED,2025-05-21 04:56:02.625234
USER00082,CU023,LES00923,STARTED,2025-05-22 04:56:02.625238
USER00078,CU053,LES00893,STARTED,2025-09-20 04:56:02.625241
USER01060,CU039,LES00999,STARTED,2025-12-02 04:56:02.625245
USER01904,CU015,LES00315,STARTED,2026-01-29 04:56:02.625249
USER00461,CU011,LES00431,STARTED,2025-08-05 04:56:02.625253
USER00174,CU003,LES00003,COMPLETED,2025-10-07 04:56:02.625256
USER01177,CU038,LES00758,COMPLETED,2025-06-24 04:56:02.625260
USER01224,CU022,LES00682,COMPLETED,2025-04-16 04:56:02.625264
USER01071,CU046,LES00526,STARTED,2025-04-22 04:56:02.625268
USER01830,CU016,LES00376,COMPLETED,2025-11-08 04:56:02.625272
USER01603,CU046,LES00766,STARTED,2025-05-09 04:56:02.625276
USER01780,CU048,LES00108,COMPLETED,2025-07-29 04:56:02.625279
USER00599,CU017,LES00677,STARTED,2025-10-13 04:56:02.625283
USER00611,CU042,LES00702,STARTED,2025-11-25 04:56:02.625288
USER01491,CU016,LES00496,COMPLETED,2025-05-06 04:56:02.625292
USER01534,CU047,LES00167,COMPLETED,2025-10-23 04:56:02.625295
USER01412,CU003,LES00123,COMPLETED,2025-05-04 04:56:02.625299
USER01964,CU031,LES00571,STARTED,2025-12-03 04:56:02.625303
USER01852,CU045,LES00765,STARTED,2025-08-25 04:56:02.625306
USER00819,CU051,LES01011,COMPLETED,2025-07-05 04:56:02.625310
USER00688,CU004,LES00424,COMPLETED,2025-04-25 04:56:02.625313
USER01437,CU043,LES00943,STARTED,2025-11-24 04:56:02.625317
USER01572,CU022,LES00862,COMPLETED,2025-08-29 04:56:02.625320
USER01867,CU013,LES00013,STARTED,2025-06-17 04:56:02.625324
USER01428,CU029,LES00089,COMPLETED,2025-11-16 04:56:02.625328
USER00507,CU046,LES00166,COMPLETED,2025-04-13 04:56:02.625331
USER01098,CU022,LES00322,STARTED,2025-11-01 04:56:02.625334
USER00576,CU027,LES00627,STARTED,2025-12-12 04:56:02.625338
USER01807,CU010,LES00430,COMPLETED,2026-01-28 04:56:02.625341
USER01026,CU037,LES00577,STARTED,2025-10-13 04:56:02.625345
USER01963,CU050,LES00830,COMPLETED,2025-07-31 04:56:02.625348
USER01757,CU020,LES00440,COMPLETED,2025-06-26 04:56:02.625352
USER00903,CU003,LES00603,COMPLETED,2025-12-11 04:56:02.625356
USER01105,CU028,LES00388,COMPLETED,2025-06-20 04:56:02.625360
USER00678,CU057,LES00477,COMPLETED,2025-11-03 04:56:02.625363
USER01605,CU019,LES00739,COMPLETED,2025-09-09 04:56:02.625367
USER01690,CU007,LES00907,COMPLETED,2025-04-15 04:56:02.625371
USER01033,CU033,LES00153,STARTED,2025-08-15 04:56:02.625374
USER00807,CU032,LES00452,STARTED,2025-05-08 04:56:02.625377
USER01312,CU054,LES00774,STARTED,2025-11-30 04:56:02.625381
USER00067,CU002,LES00782,STARTED,2025-10-20 04:56:02.625384
USER01290,CU051,LES00111,STARTED,2026-01-16 04:56:02.625388
USER01763,CU036,LES00336,COMPLETED,2025-08-08 04:56:02.625391
USER00125,CU051,LES00471,COMPLETED,2025-06-24 04:56:02.625395
USER00805,CU033,LES00813,COMPLETED,2025-08-08 04:56:02.625398
USER00498,CU016,LES00136,COMPLETED,2026-01-02 04:56:02.625402
USER01135,CU027,LES00867,STARTED,2025-11-02 04:56:02.625405
USER00176,CU046,LES00526,STARTED,2025-08-10 04:56:02.625408
USER01027,CU026,LES00446,COMPLETED,2026-01-04 04:56:02.625413
USER01762,CU043,LES00403,COMPLETED,2025-10-24 04:56:02.625416
USER00286,CU053,LES00173,STARTED,2025-07-17 04:56:02.625420
USER00115,CU056,LES00836,COMPLETED,2026-01-17 04:56:02.625422
USER00650,CU041,LES00821,STARTED,2025-04-19 04:56:02.625427
USER01639,CU022,LES00742,COMPLETED,2025-04-22 04:56:02.625430
USER00735,CU035,LES00935,COMPLETED,2025-09-23 04:56:02.625434
USER01233,CU038,LES00398,STARTED,2025-05-02 04:56:02.625437
USER01316,CU030,LES00030,COMPLETED,2025-10-16 04:56:02.625440
USER00770,CU002,LES00182,COMPLETED,2025-05-30 04:56:02.625443
USER00930,CU005,LES00845,COMPLETED,2025-07-04 04:56:02.625447
USER00951,CU016,LES00376,COMPLETED,2025-11-15 04:56:02.625450
USER00415,CU043,LES00163,STARTED,2025-07-19 04:56:02.625453
USER01120,CU050,LES00890,COMPLETED,2025-09-09 04:56:02.625457
USER01848,CU043,LES00223,STARTED,2025-09-05 04:56:02.625460
USER01646,CU052,LES00112,COMPLETED,2025-12-05 04:56:02.625464
USER01785,CU051,LES00951,STARTED,2025-05-14 04:56:02.625468
USER01483,CU047,LES00467,STARTED,2025-04-14 04:56:02.625472
USER00280,CU032,LES00692,STARTED,2025-08-14 04:56:02.625475
USER01094,CU019,LES00379,COMPLETED,2025-11-28 04:56:02.625479
USER01992,CU027,LES00267,COMPLETED,2025-04-27 04:56:02.625483
USER01071,CU005,LES01025,COMPLETED,2025-12-19 04:56:02.625486
USER01239,CU052,LES00412,STARTED,2025-08-29 04:56:02.625490
USER00716,CU055,LES00715,STARTED,2025-09-27 04:56:02.625494
USER00883,CU014,LES00614,COMPLETED,2025-05-30 04:56:02.625498
USER00782,CU033,LES00333,STARTED,2025-05-10 04:56:02.625501
USER00546,CU026,LES00686,COMPLETED,2025-12-02 04:56:02.625504
USER00100,CU048,LES00828,STARTED,2025-10-17 04:56:02.625508
USER00121,CU045,LES00765,STARTED,2025-06-18 04:56:02.625512
USER00578,CU011,LES00071,STARTED,2025-04-18 04:56:02.625515
USER01180,CU048,LES00288,STARTED,2025-08-07 04:56:02.625519
USER00254,CU035,LES00035,COMPLETED,2025-12-09 04:56:02.625522
USER00169,CU055,LES00415,COMPLETED,2025-07-12 04:56:02.625525
USER01480,CU040,LES00640,COMPLETED,2025-08-25 04:56:02.625529
USER01343,CU007,LES00007,STARTED,2025-12-15 04:56:02.625533
USER01218,CU038,LES00578,STARTED,2025-10-19 04:56:02.625536
USER01394,CU005,LES00965,COMPLETED,2025-04-19 04:56:02.625540
USER00348,CU022,LES01042,COMPLETED,2026-01-15 04:56:02.625544
USER00966,CU032,LES00032,STARTED,2025-04-27 04:56:02.625547
USER01229,CU041,LES01061,COMPLETED,2025-05-20 04:56:02.625550
USER00043,CU019,LES00139,COMPLETED,2025-04-08 04:56:02.625554
USER00280,CU056,LES01076,STARTED,2025-10-29 04:56:02.625557
USER00150,CU052,LES00412,STARTED,2025-05-27 04:56:02.625561
USER01001,CU049,LES00409,COMPLETED,2025-05-30 04:56:02.625564
USER01465,CU025,LES00265,STARTED,2025-08-28 04:56:02.625567
USER01904,CU051,LES00531,STARTED,2025-05-11 04:56:02.625571
USER00612,CU021,LES00861,COMPLETED,2025-04-14 04:56:02.625575
USER01461,CU049,LES00349,STARTED,2025-06-15 04:56:02.625579
USER00895,CU036,LES00696,COMPLETED,2025-10-24 04:56:02.625582
USER00768,CU031,LES00031,COMPLETED,2025-07-11 04:56:02.625586
USER00376,CU054,LES00534,STARTED,2025-12-21 04:56:02.625590
USER00289,CU037,LES00097,COMPLETED,2025-09-09 04:56:02.625593
USER00459,CU026,LES00266,STARTED,2025-06-14 04:56:02.625597
USER00972,CU004,LES00964,COMPLETED,2025-08-02 04:56:02.625601
USER00233,CU060,LES00240,COMPLETED,2025-09-29 04:56:02.625605
USER01321,CU011,LES00791,STARTED,2025-11-24 04:56:02.625608
USER01523,CU003,LES00723,COMPLETED,2026-01-20 04:56:02.625611
USER00766,CU019,LES00499,STARTED,2025-04-24 04:56:02.625615
USER01354,CU009,LES00669,COMPLETED,2025-06-17 04:56:02.625619
USER01658,CU060,LES00240,STARTED,2025-09-11 04:56:02.625622
USER00344,CU006,LES00066,COMPLETED,2025-11-14 04:56:02.625625
USER00768,CU017,LES00797,STARTED,2025-12-23 04:56:02.625629
USER01142,CU027,LES00327,STARTED,2026-01-15 04:56:02.625632
USER00359,CU059,LES00599,STARTED,2026-01-23 04:56:02.625636
USER00723,CU009,LES00729,STARTED,2025-06-22 04:56:02.625639
USER00698,CU037,LES01057,STARTED,2026-01-27 04:56:02.625643
USER01923,CU017,LES00797,STARTED,2025-12-06 04:56:02.625646
USER00283,CU036,LES00996,STARTED,2025-10-29 04:56:02.625649
USER00117,CU012,LES00792,STARTED,2026-01-01 04:56:02.625653
USER01700,CU023,LES00743,COMPLETED,2025-05-23 04:56:02.625657
USER01894,CU054,LES00774,STARTED,2025-12-23 04:56:02.625660
USER01196,CU034,LES00394,STARTED,2025-06-22 04:56:02.625663
USER01352,CU042,LES00882,STARTED,2025-12-10 04:56:02.625667
USER00115,CU015,LES00255,STARTED,2025-12-30 04:56:02.625670
USER01880,CU051,LES00171,COMPLETED,2025-12-17 04:56:02.625673
USER01131,CU009,LES00429,COMPLETED,2025-06-04 04:56:02.625676
USER01589,CU056,LES00836,STARTED,2025-04-23 04:56:02.625680
USER00904,CU031,LES00391,COMPLETED,2025-12-25 04:56:02.625683
USER01784,CU033,LES01053,STARTED,2025-11-07 04:56:02.625686
USER00244,CU046,LES00046,COMPLETED,2025-10-07 04:56:02.625690
USER01569,CU018,LES00618,COMPLETED,2025-12-13 04:56:02.625693
USER01082,CU055,LES00775,COMPLETED,2025-06-12 04:56:02.625697
USER01925,CU049,LES00769,STARTED,2026-01-17 04:56:02.625701
USER00202,CU031,LES00871,COMPLETED,2025-07-03 04:56:02.625704
USER01706,CU003,LES00723,STARTED,2025-10-06 04:56:02.625708
USER01209,CU033,LES00993,COMPLETED,2025-11-15 04:56:02.625712
USER01574,CU009,LES00309,COMPLETED,2025-05-10 04:56:02.625715
USER01692,CU014,LES00554,STARTED,2025-07-22 04:56:02.625719
USER00538,CU012,LES00852,COMPLETED,2025-11-05 04:56:02.625722
USER00208,CU011,LES00911,STARTED,2025-12-19 04:56:02.625726
USER01099,CU003,LES00003,STARTED,2026-01-24 04:56:02.625729
USER01766,CU032,LES00812,STARTED,2025-10-03 04:56:02.625732
USER01666,CU051,LES00891,COMPLETED,2025-05-12 04:56:02.625736
USER01464,CU030,LES00870,COMPLETED,2026-01-23 04:56:02.625740
USER00789,CU051,LES00951,COMPLETED,2025-08-12 04:56:02.625743
USER01503,CU051,LES00471,STARTED,2025-08-23 04:56:02.625747
USER01502,CU043,LES00763,COMPLETED,2025-10-04 04:56:02.625750
USER01177,CU026,LES00866,COMPLETED,2025-06-11 04:56:02.625753
USER00949,CU017,LES00137,COMPLETED,2025-07-01 04:56:02.625757
USER00142,CU023,LES00503,STARTED,2025-12-16 04:56:02.625760
USER01829,CU033,LES00213,STARTED,2025-09-14 04:56:02.625764
USER01342,CU058,LES01078,COMPLETED,2025-11-09 04:56:02.625767
USER00010,CU054,LES00234,COMPLETED,2026-01-04 04:56:02.625771
USER00919,CU060,LES01080,STARTED,2025-11-05 04:56:02.625774
USER01370,CU001,LES00901,COMPLETED,2025-08-26 04:56:02.625777
USER01997,CU041,LES00101,COMPLETED,2025-12-22 04:56:02.625781
USER01442,CU053,LES00233,COMPLETED,2025-12-11 04:56:02.625784
USER01376,CU011,LES01031,COMPLETED,2025-09-03 04:56:02.625788
USER01262,CU012,LES00852,STARTED,2025-05-29 04:56:02.625791
USER01249,CU018,LES01038,STARTED,2025-06-09 04:56:02.625795
USER01438,CU050,LES00050,COMPLETED,2025-10-19 04:56:02.625798
USER01302,CU059,LES00839,STARTED,2025-11-01 04:56:02.625802
USER00053,CU022,LES00982,COMPLETED,2026-01-29 04:56:02.625805
USER00903,CU019,LES00319,COMPLETED,2025-08-04 04:56:02.625809
USER01431,CU015,LES01035,STARTED,2025-10-13 04:56:02.625812
USER01469,CU059,LES00719,COMPLETED,2025-09-24 04:56:02.625816
USER00880,CU027,LES01047,STARTED,2025-04-05 04:56:02.625820
USER01661,CU010,LES00010,STARTED,2025-07-29 04:56:02.625824
USER00822,CU022,LES00142,COMPLETED,2025-07-01 04:56:02.625827
USER01889,CU008,LES00548,COMPLETED,2025-04-14 04:56:02.625831
USER01398,CU033,LES00333,COMPLETED,2025-05-16 04:56:02.625835
USER01686,CU050,LES00590,COMPLETED,2025-12-05 04:56:02.625838
USER01682,CU019,LES00379,STARTED,2025-07-27 04:56:02.625841
USER01637,CU045,LES00645,COMPLETED,2025-12-25 04:56:02.625845
USER01196,CU060,LES00960,COMPLETED,2025-05-07 04:56:02.625848
USER01359,CU023,LES00383,STARTED,2025-12-04 04:56:02.625851
USER00026,CU028,LES00448,STARTED,2025-06-18 04:56:02.625856
USER00110,CU001,LES00121,COMPLETED,2025-10-20 04:56:02.625859
USER00179,CU021,LES00681,STARTED,2025-04-24 04:56:02.625862
USER00506,CU025,LES00445,STARTED,2025-10-09 04:56:02.625866
USER00085,CU006,LES00126,STARTED,2025-10-19 04:56:02.625869
USER01306,CU028,LES00508,COMPLETED,2025-12-27 04:56:02.625873
USER01706,CU020,LES00260,COMPLETED,2025-05-12 04:56:02.625876
USER01332,CU003,LES00603,STARTED,2025-11-02 04:56:02.625879
USER01367,CU045,LES00045,COMPLETED,2025-05-28 04:56:02.625883
USER00857,CU004,LES00544,STARTED,2025-05-07 04:56:02.625886
USER00128,CU051,LES00051,COMPLETED,2025-10-21 04:56:02.625890
USER00010,CU020,LES00560,COMPLETED,2025-05-24 04:56:02.625893
USER01397,CU024,LES00684,COMPLETED,2025-05-29 04:56:02.625896
USER01047,CU040,LES00760,COMPLETED,2025-09-27 04:56:02.625900
USER00688,CU059,LES00479,COMPLETED,2026-01-20 04:56:02.625903
USER01874,CU012,LES01032,STARTED,2026-01-16 04:56:02.625906
USER01126,CU006,LES00906,COMPLETED,2025-09-02 04:56:02.625910
USER00241,CU058,LES00538,COMPLETED,2025-09-18 04:56:02.625913
USER00097,CU049,LES00289,STARTED,2025-12-27 04:56:02.625917
USER00353,CU047,LES01007,STARTED,2025-10-04 04:56:02.625920
USER01269,CU014,LES00914,STARTED,2025-05-24 04:56:02.625924
USER01193,CU044,LES00344,COMPLETED,2025-08-31 04:56:02.625927
USER00506,CU002,LES00902,COMPLETED,2025-09-29 04:56:02.625931
USER01469,CU038,LES00098,STARTED,2025-11-01 04:56:02.625934
USER01440,CU015,LES00075,STARTED,2025-12-14 04:56:02.625937
USER01586,CU041,LES01061,STARTED,2025-06-08 04:56:02.625941
USER01671,CU001,LES00481,COMPLETED,2025-12-22 04:56:02.625944
USER00937,CU011,LES01031,COMPLETED,2025-05-28 04:56:02.625948
USER01536,CU011,LES00911,COMPLETED,2025-10-02 04:56:02.625951
USER00633,CU020,LES00320,STARTED,2025-06-13 04:56:02.625955
USER00504,CU013,LES00493,COMPLETED,2025-08-25 04:56:02.625958
USER00130,CU040,LES01060,COMPLETED,2025-09-17 04:56:02.625962
USER00642,CU058,LES00778,COMPLETED,2026-01-20 04:56:02.625966
USER00449,CU040,LES00220,COMPLETED,2025-10-26 04:56:02.625969
USER00594,CU020,LES00860,COMPLETED,2025-07-07 04:56:02.625973
USER00109,CU042,LES00102,STARTED,2025-11-23 04:56:02.625976
USER00397,CU041,LES00281,COMPLETED,2025-11-29 04:56:02.625980
USER01621,CU026,LES00266,STARTED,2025-08-31 04:56:02.625983
USER00862,CU034,LES00934,COMPLETED,2025-09-02 04:56:02.625986
USER01797,CU023,LES00203,STARTED,2025-04-15 04:56:02.625989
USER00506,CU005,LES00125,COMPLETED,2025-07-08 04:56:02.625993
USER01842,CU029,LES00389,STARTED,2025-09-02 04:56:02.625996
USER01004,CU044,LES00524,STARTED,2025-06-06 04:56:02.625999
USER00930,CU054,LES00654,STARTED,2025-08-23 04:56:02.626002
USER01003,CU003,LES01023,COMPLETED,2025-11-10 04:56:02.626006
USER00158,CU004,LES00964,STARTED,2025-09-27 04:56:02.626009
USER01384,CU030,LES00150,COMPLETED,2026-01-21 04:56:02.626013
USER01463,CU014,LES00194,COMPLETED,2025-04-18 04:56:02.626016
USER01972,CU047,LES00827,STARTED,2025-08-30 04:56:02.626020
USER01033,CU009,LES00489,COMPLETED,2025-05-19 04:56:02.626026
USER01791,CU043,LES00043,STARTED,2025-12-21 04:56:02.626029
USER01335,CU003,LES00963,STARTED,2025-12-05 04:56:02.626034
USER00354,CU057,LES00897,STARTED,2025-08-03 04:56:02.626037
USER00684,CU028,LES00448,COMPLETED,2025-12-04 04:56:02.626041
USER01659,CU030,LES00210,COMPLETED,2025-11-10 04:56:02.626045
USER00462,CU016,LES00436,COMPLETED,2025-06-08 04:56:02.626049
USER01962,CU045,LES00405,STARTED,2025-09-21 04:56:02.626052
USER01605,CU042,LES00102,STARTED,2025-07-29 04:56:02.626055
USER00717,CU024,LES00924,STARTED,2025-10-17 04:56:02.626059
USER00205,CU050,LES00230,COMPLETED,2025-04-14 04:56:02.626063
USER00170,CU020,LES00980,STARTED,2025-08-04 04:56:02.626067
USER00054,CU058,LES00418,COMPLETED,2026-01-14 04:56:02.626070
USER01217,CU003,LES00243,COMPLETED,2026-01-24 04:56:02.626074
USER01684,CU003,LES00543,COMPLETED,2025-05-14 04:56:02.626077
USER00876,CU049,LES00049,COMPLETED,2025-07-08 04:56:02.626081
USER01229,CU004,LES00604,STARTED,2025-07-04 04:56:02.626085
USER01072,CU030,LES00030,COMPLETED,2025-11-29 04:56:02.626089
