user_id,course_id,enrollment_date,enrollment_status
USER01541,CU003,2025-02-23 04:56:02.028993,ACTIVE
USER01612,CU014,2025-09-11 04:56:02.028996,ACTIVE
USER01167,CU037,2024-06-27 04:56:02.029000,INACTIVE
USER00751,CU050,2025-06-21 04:56:02.029003,ACTIVE
USER01214,CU043,2025-01-14 04:56:02.029006,INACTIVE
USER01995,CU032,2025-07-22 04:56:02.029009,INACTIVE
USER01474,CU002,2025-04-26 04:56:02.029012,ACTIVE
USER00073,CU053,2025-03-02 04:56:02.029015,ACTIVE
USER00707,CU020,2025-11-08 04:56:02.029025,INACTIVE
USER01774,CU050,2025-11-01 04:56:02.029029,INACTIVE
USER00628,CU008,2024-08-13 04:56:02.029032,INACTIVE
USER01920,CU020,2026-01-29 04:56:02.029036,INACTIVE
USER00757,CU019,2025-03-19 04:56:02.029039,ACTIVE
USER01689,CU031,2025-07-24 04:56:02.029042,INACTIVE
USER01618,CU057,2024-09-17 04:56:02.029045,INACTIVE
USER00967,CU002,2025-06-03 04:56:02.029048,INACTIVE
USER01909,CU018,2026-01-26 04:56:02.029052,ACTIVE
USER01738,CU007,2025-05-21 04:56:02.029055,INACTIVE
USER00458,CU058,2026-01-07 04:56:02.029058,ACTIVE
USER00535,CU044,2025-04-27 04:56:02.029061,ACTIVE
USER01151,CU059,2024-09-24 04:56:02.029065,INACTIVE
USER00051,CU006,2025-11-15 04:56:02.029068,INACTIVE
USER00714,CU038,2024-10-31 04:56:02.029071,INACTIVE
USER00874,CU051,2024-12-14 04:56:02.029074,INACTIVE
USER01270,CU059,2025-11-25 04:56:02.029078,INACTIVE
USER01411,CU038,2025-10-07 04:56:02.029082,INACTIVE
USER00815,CU002,2024-07-23 04:56:02.029085,INACTIVE
USER01903,CU022,2025-05-21 04:56:02.029089,INACTIVE
USER01120,CU030,2025-02-26 04:56:02.029092,ACTIVE
USER01647,CU002,2024-12-21 04:56:02.029096,ACTIVE
USER01821,CU029,2025-04-21 04:56:02.029100,ACTIVE
USER01304,CU052,2025-06-09 04:56:02.029103,INACTIVE
USER01471,CU024,2025-01-15 04:56:02.029106,INACTIVE
USER00439,CU008,2024-08-04 04:56:02.029110,INACTIVE
USER01234,CU060,2024-08-01 04:56:02.029113,ACTIVE
USER00087,CU045,2025-12-27 04:56:02.029116,ACTIVE
USER00236,CU015,2025-11-26 04:56:02.029119,ACTIVE
USER00392,CU028,2024-12-04 04:56:02.029123,ACTIVE
USER01724,CU047,2025-12-25 04:56:02.029126,ACTIVE
USER00389,CU048,2025-02-24 04:56:02.029130,ACTIVE
USER00607,CU034,2025-11-01 04:56:02.029133,ACTIVE
USER01113,CU046,2024-08-09 04:56:02.029136,INACTIVE
USER01698,CU036,2025-08-29 04:56:02.029140,INACTIVE
USER00584,CU040,2025-02-19 04:56:02.029143,INACTIVE
USER01059,CU018,2025-07-16 04:56:02.029146,INACTIVE
USER00368,CU006,2025-05-18 04:56:02.029149,ACTIVE
USER00860,CU007,2025-11-16 04:56:02.029153,ACTIVE
USER00370,CU055,2025-08-25 04:56:02.029156,ACTIVE
USER01192,CU025,2025-09-10 04:56:02.029159,INACTIVE
USER01410,CU026,2024-10-30 04:56:02.029162,ACTIVE
USER00970,CU023,2025-10-17 04:56:02.029165,ACTIVE
USER01532,CU031,2024-08-18 04:56:02.029169,ACTIVE
USER01534,CU019,2025-09-11 04:56:02.029173,INACTIVE
USER01564,CU002,2024-07-21 04:56:02.029176,INACTIVE
USER00308,CU004,2025-05-20 04:56:02.029179,ACTIVE
USER00908,CU015,2025-09-07 04:56:02.029183,INACTIVE
USER01670,CU008,2025-08-03 04:56:02.029186,ACTIVE
USER00075,CU050,2025-04-22 04:56:02.029189,INACTIVE
USER00779,CU040,2025-02-24 04:56:02.029192,ACTIVE
USER00222,CU055,2024-06-10 04:56:02.029195,INACTIVE
USER01782,CU007,2025-05-06 04:56:02.029199,ACTIVE
USER00410,CU021,2025-07-05 04:56:02.029203,ACTIVE
USER01201,CU056,2024-08-26 04:56:02.029206,INACTIVE
USER01635,CU043,2025-04-10 04:56:02.029211,ACTIVE
USER01587,CU002,2025-10-30 04:56:02.029214,ACTIVE
USER01601,CU060,2024-11-12 04:56:02.029217,INACTIVE
USER00956,CU008,2025-01-11 04:56:02.029220,ACTIVE
USER01651,CU022,2025-09-25 04:56:02.029223,ACTIVE
USER01633,CU046,2025-09-20 04:56:02.029226,ACTIVE
USER00510,CU047,2024-09-24 04:56:02.029229,ACTIVE
USER01185,CU043,2025-01-27 04:56:02.029233,INACTIVE
USER00868,CU005,2025-08-02 04:56:02.029236,INACTIVE
USER01660,CU049,2024-12-25 04:56:02.029239,INACTIVE
USER01901,CU018,2024-11-08 04:56:02.029242,ACTIVE
USER00689,CU046,2025-01-17 04:56:02.029246,INACTIVE
USER00572,CU005,2024-09-28 04:56:02.029250,INACTIVE
USER00973,CU059,2025-11-25 04:56:02.029253,ACTIVE
USER00716,CU023,2025-02-22 04:56:02.029256,ACTIVE
USER00040,CU012,2025-09-10 04:56:02.029259,INACTIVE
USER01617,CU045,2025-04-02 04:56:02.029263,INACTIVE
USER01865,CU056,2025-05-26 04:56:02.029266,ACTIVE
USER01255,CU034,2024-12-11 04:56:02.029270,ACTIVE
USER00662,CU056,2026-01-07 04:56:02.029274,ACTIVE
USER01973,CU042,2025-08-09 04:56:02.029277,ACTIVE
USER00964,CU060,2025-05-24 04:56:02.029280,INACTIVE
USER00998,CU042,2025-11-02 04:56:02.029285,ACTIVE
USER01844,CU003,2024-10-24 04:56:02.029288,INACTIVE
USER01337,CU050,2025-05-24 04:56:02.029291,ACTIVE
USER00575,CU058,2025-05-18 04:56:02.029295,ACTIVE
USER01196,CU051,2025-12-08 04:56:02.029298,INACTIVE
USER01385,CU020,2024-09-23 04:56:02.029301,INACTIVE
USER01893,CU005,2024-06-25 04:56:02.029304,ACTIVE
USER01155,CU007,2025-01-08 04:56:02.029308,INACTIVE
USER00141,CU004,2025-05-14 04:56:02.029311,INACTIVE
USER00141,CU055,2025-08-31 04:56:02.029314,INACTIVE
USER01479,CU048,2024-09-01 04:56:02.029317,ACTIVE
USER01960,CU028,2025-03-11 04:56:02.029320,ACTIVE
USER00618,CU034,2024-10-17 04:56:02.029324,INACTIVE
USER01025,CU025,2025-08-22 04:56:02.029327,ACTIVE
USER00039,CU036,2025-02-26 04:56:02.029331,ACTIVE
USER01756,CU012,2025-04-12 04:56:02.029334,ACTIVE
USER01719,CU018,2025-10-31 04:56:02.029341,INACTIVE
USER01348,CU006,2025-04-21 04:56:02.029344,ACTIVE
USER01566,CU032,2024-07-26 04:56:02.029347,ACTIVE
USER01419,CU024,2024-10-08 04:56:02.029350,ACTIVE
USER00282,CU021,2025-01-14 04:56:02.029354,ACTIVE
USER01005,CU036,2025-01-07 04:56:02.029357,ACTIVE
USER00142,CU032,2025-02-05 04:56:02.029360,INACTIVE
USER01232,CU052,2024-09-24 04:56:02.029363,INACTIVE
USER01698,CU007,2026-01-18 04:56:02.029367,ACTIVE
USER01522,CU043,2025-05-25 04:56:02.029370,ACTIVE
USER00832,CU012,2025-04-21 04:56:02.029373,ACTIVE
USER00761,CU038,2025-01-16 04:56:02.029376,INACTIVE
USER00749,CU024,2025-08-06 04:56:02.029379,INACTIVE
USER00929,CU044,2024-12-15 04:56:02.029383,INACTIVE
USER01678,CU039,2024-11-23 04:56:02.029386,ACTIVE
USER00588,CU059,2025-12-10 04:56:02.029390,ACTIVE
USER00422,CU008,2025-01-19 04:56:02.029394,ACTIVE
USER00354,CU021,2024-12-26 04:56:02.029397,ACTIVE
USER01812,CU042,2024-11-01 04:56:02.029400,ACTIVE
USER00164,CU055,2024-07-16 04:56:02.029403,INACTIVE
USER00277,CU040,2025-02-11 04:56:02.029406,INACTIVE
USER00208,CU009,2025-08-02 04:56:02.029410,INACTIVE
USER00644,CU051,2024-09-20 04:56:02.029413,INACTIVE
USER01255,CU055,2025-12-29 04:56:02.029416,INACTIVE
USER01374,CU060,2025-06-23 04:56:02.029419,ACTIVE
USER00429,CU051,2025-06-22 04:56:02.029422,ACTIVE
USER00205,CU059,2024-08-22 04:56:02.029425,ACTIVE
USER01763,CU044,2025-12-02 04:56:02.029429,INACTIVE
USER00258,CU027,2025-01-16 04:56:02.029432,INACTIVE
USER01628,CU057,2024-10-27 04:56:02.029436,INACTIVE
USER00666,CU033,2024-12-30 04:56:02.029439,ACTIVE
USER01234,CU025,2025-12-13 04:56:02.029442,ACTIVE
USER01919,CU011,2024-11-01 04:56:02.029445,ACTIVE
USER01780,CU007,2024-10-28 04:56:02.029449,ACTIVE
USER00960,CU008,2025-03-05 04:56:02.029452,ACTIVE
USER00394,CU031,2025-04-27 04:56:02.029455,INACTIVE
USER01963,CU051,2024-10-30 04:56:02.029458,ACTIVE
USER01416,CU036,2024-12-09 04:56:02.029461,INACTIVE
USER00344,CU034,2026-01-29 04:56:02.029464,INACTIVE
USER01072,CU012,2025-02-16 04:56:02.029467,ACTIVE
USER01204,CU016,2026-01-24 04:56:02.029471,ACTIVE
USER00941,CU053,2024-08-03 04:56:02.029474,ACTIVE
USER00811,CU022,2025-12-30 04:56:02.029477,INACTIVE
USER01234,CU052,2025-12-27 04:56:02.029480,ACTIVE
USER01588,CU027,2025-10-06 04:56:02.029484,ACTIVE
USER00209,CU017,2026-01-14 04:56:02.029487,INACTIVE
USER00092,CU008,2024-09-04 04:56:02.029490,ACTIVE
USER01523,CU025,2025-07-26 04:56:02.029493,INACTIVE
USER00917,CU043,2024-11-15 04:56:02.029496,INACTIVE
USER00099,CU033,2025-04-24 04:56:02.029500,INACTIVE
USER00046,CU011,2024-06-11 04:56:02.029503,ACTIVE
USER00133,CU047,2025-02-21 04:56:02.029506,INACTIVE
USER01452,CU046,2025-07-11 04:56:02.029510,INACTIVE
USER00051,CU040,2025-05-14 04:56:02.029513,ACTIVE
USER01340,CU007,2025-04-23 04:56:02.029516,INACTIVE
USER01519,CU047,2024-06-18 04:56:02.029519,INACTIVE
USER01439,CU001,2024-06-09 04:56:02.029523,INACTIVE
USER00722,CU019,2025-12-19 04:56:02.029527,INACTIVE
USER01006,CU005,2025-07-20 04:56:02.029530,INACTIVE
USER00115,CU042,2024-11-09 04:56:02.029534,ACTIVE
USER01276,CU055,2025-02-02 04:56:02.029540,INACTIVE
USER00781,CU011,2024-10-08 04:56:02.029547,INACTIVE
USER01779,CU042,2024-08-15 04:56:02.029552,INACTIVE
USER01157,CU008,2025-02-11 04:56:02.029558,ACTIVE
USER00817,CU022,2025-02-17 04:56:02.029563,ACTIVE
USER01028,CU024,2025-11-17 04:56:02.029569,INACTIVE
USER00559,CU029,2024-11-02 04:56:02.029574,INACTIVE
USER00150,CU004,2025-02-05 04:56:02.029578,INACTIVE
USER01869,CU047,2025-11-03 04:56:02.029582,ACTIVE
USER00860,CU042,2025-10-08 04:56:02.029585,INACTIVE
USER00030,CU023,2025-05-09 04:56:02.029589,ACTIVE
USER01562,CU043,2024-11-28 04:56:02.029592,ACTIVE
USER00503,CU045,2025-12-16 04:56:02.029596,INACTIVE
USER00969,CU019,2025-03-02 04:56:02.029600,ACTIVE
USER01442,CU018,2025-12-17 04:56:02.029603,ACTIVE
USER00179,CU027,2025-10-08 04:56:02.029607,INACTIVE
USER00150,CU054,2025-05-15 04:56:02.029610,INACTIVE
USER00107,CU037,2026-01-29 04:56:02.029613,INACTIVE
USER00818,CU045,2025-02-19 04:56:02.029616,INACTIVE
USER00208,CU027,2025-02-14 04:56:02.029619,INACTIVE
USER00521,CU007,2025-04-25 04:56:02.029623,ACTIVE
USER01748,CU034,2025-06-12 04:56:02.029626,ACTIVE
USER01967,CU046,2024-06-14 04:56:02.029630,ACTIVE
USER00617,CU019,2026-01-03 04:56:02.029633,ACTIVE
USER00057,CU005,2025-07-04 04:56:02.029636,INACTIVE
USER00640,CU019,2025-10-15 04:56:02.029640,ACTIVE
USER01387,CU050,2025-05-11 04:56:02.029643,ACTIVE
USER01720,CU040,2025-07-11 04:56:02.029646,INACTIVE
USER01366,CU060,2024-11-28 04:56:02.029650,ACTIVE
USER00209,CU042,2025-08-14 04:56:02.029652,ACTIVE
USER00089,CU059,2025-09-18 04:56:02.029656,ACTIVE
USER01588,CU052,2024-06-09 04:56:02.029659,ACTIVE
USER00237,CU055,2025-05-13 04:56:02.029662,INACTIVE
USER00400,CU043,2025-01-26 04:56:02.029665,INACTIVE
USER00227,CU046,2025-09-23 04:56:02.029668,ACTIVE
USER01882,CU026,2025-08-24 04:56:02.029672,ACTIVE
USER00426,CU001,2025-06-22 04:56:02.029675,ACTIVE
USER01309,CU059,2024-09-11 04:56:02.029678,INACTIVE
USER01039,CU042,2024-10-07 04:56:02.029681,ACTIVE
USER01023,CU016,2025-04-11 04:56:02.029684,ACTIVE
USER01034,CU052,2025-11-07 04:56:02.029687,ACTIVE
USER00385,CU030,2025-11-26 04:56:02.029690,INACTIVE
USER00986,CU013,2024-10-09 04:56:02.029693,ACTIVE
USER00543,CU023,2024-12-10 04:56:02.029697,INACTIVE
USER00339,CU030,2025-12-12 04:56:02.029700,ACTIVE
USER00245,CU036,2025-02-22 04:56:02.029703,ACTIVE
USER00876,CU029,2025-04-22 04:56:02.029707,INACTIVE
USER00423,CU044,2025-09-06 04:56:02.029711,ACTIVE
USER01883,CU005,2025-01-04 04:56:02.029715,ACTIVE
USER01170,CU019,2024-07-05 04:56:02.029721,ACTIVE
USER01776,CU052,2024-07-04 04:56:02.029726,INACTIVE
USER00398,CU032,2026-01-12 04:56:02.029731,ACTIVE
USER00738,CU007,2024-11-15 04:56:02.029737,INACTIVE
USER01088,CU024,2024-07-10 04:56:02.029742,INACTIVE
USER00194,CU034,2025-07-13 04:56:02.029748,INACTIVE
USER00768,CU037,2025-10-08 04:56:02.029752,ACTIVE
USER01695,CU037,2025-10-26 04:56:02.029755,ACTIVE
USER01874,CU043,2025-03-06 04:56:02.029758,ACTIVE
USER00559,CU018,2025-04-03 04:56:02.029762,INACTIVE
USER00597,CU026,2026-01-14 04:56:02.029765,ACTIVE
USER00321,CU028,2024-09-09 04:56:02.029768,ACTIVE
USER00770,CU029,2025-01-07 04:56:02.029771,INACTIVE
USER01245,CU037,2024-07-09 04:56:02.029774,INACTIVE
USER00955,CU022,2025-12-01 04:56:02.029777,INACTIVE
USER01236,CU048,2025-08-30 04:56:02.029781,ACTIVE
USER01093,CU030,2025-01-20 04:56:02.029784,ACTIVE
USER00292,CU030,2026-01-26 04:56:02.029787,INACTIVE
USER01568,CU022,2025-01-31 04:56:02.029790,ACTIVE
USER01416,CU014,2024-07-29 04:56:02.029793,ACTIVE
USER00305,CU010,2025-11-05 04:56:02.029796,ACTIVE
USER00422,CU010,2025-03-10 04:56:02.029799,INACTIVE
USER01052,CU029,2025-06-14 04:56:02.029803,INACTIVE
USER00030,CU025,2024-10-21 04:56:02.029806,INACTIVE
USER01930,CU045,2025-02-12 04:56:02.029809,INACTIVE
USER00384,CU051,2025-06-16 04:56:02.029813,ACTIVE
USER00775,CU005,2025-11-22 04:56:02.029816,INACTIVE
USER00212,CU032,2024-09-21 04:56:02.029821,INACTIVE
USER00675,CU019,2025-11-08 04:56:02.029827,ACTIVE
USER01402,CU033,2024-11-23 04:56:02.029832,INACTIVE
USER00315,CU058,2024-10-21 04:56:02.029838,ACTIVE
USER01747,CU015,2025-02-02 04:56:02.029843,INACTIVE
USER01192,CU037,2024-12-31 04:56:02.029846,INACTIVE
USER00634,CU027,2025-01-25 04:56:02.029849,INACTIVE
USER00740,CU003,2025-09-10 04:56:02.029853,ACTIVE
USER00923,CU037,2025-12-23 04:56:02.029857,INACTIVE
USER01466,CU057,2025-03-19 04:56:02.029860,ACTIVE
USER01455,CU019,2025-08-19 04:56:02.029864,INACTIVE
USER00468,CU055,2025-07-01 04:56:02.029867,INACTIVE
USER00367,CU053,2025-09-04 04:56:02.029870,ACTIVE
USER00823,CU031,2024-10-25 04:56:02.029873,ACTIVE
USER00231,CU018,2025-02-26 04:56:02.029877,ACTIVE
USER00861,CU015,2025-05-31 04:56:02.029880,ACTIVE
USER00198,CU026,2025-04-20 04:56:02.029883,ACTIVE
USER01439,CU060,2024-10-17 04:56:02.029886,ACTIVE
USER00221,CU010,2024-11-01 04:56:02.029889,ACTIVE
USER01276,CU034,2026-01-11 04:56:02.029892,INACTIVE
USER00142,CU050,2024-10-03 04:56:02.029895,ACTIVE
USER00842,CU006,2025-10-13 04:56:02.029899,INACTIVE
USER00187,CU049,2024-08-23 04:56:02.029903,ACTIVE
USER01092,CU023,2024-09-01 04:56:02.029906,INACTIVE
USER01300,CU033,2025-08-29 04:56:02.029909,ACTIVE
USER00760,CU017,2025-11-28 04:56:02.029913,ACTIVE
USER00951,CU035,2025-01-30 04:56:02.029916,ACTIVE
USER01649,CU018,2025-02-08 04:56:02.029919,INACTIVE
USER00008,CU007,2024-12-15 04:56:02.029923,INACTIVE
USER01943,CU017,2024-12-10 04:56:02.029926,INACTIVE
USER01614,CU008,2025-08-29 04:56:02.029929,INACTIVE
USER01802,CU058,2025-09-04 04:56:02.029932,INACTIVE
USER00033,CU033,2024-11-26 04:56:02.029936,ACTIVE
USER00694,CU018,2025-03-11 04:56:02.029940,INACTIVE
USER01440,CU012,2025-09-15 04:56:02.029943,ACTIVE
USER00918,CU035,2024-09-16 04:56:02.029947,ACTIVE
USER00825,CU008,2024-06-21 04:56:02.029950,ACTIVE
USER01953,CU040,2025-06-16 04:56:02.029953,INACTIVE
USER01191,CU058,2025-06-16 04:56:02.029957,INACTIVE
USER00906,CU005,2026-01-18 04:56:02.029961,ACTIVE
USER01678,CU003,2025-08-13 04:56:02.029964,INACTIVE
USER00337,CU038,2024-12-14 04:56:02.029967,INACTIVE
USER00859,CU004,2025-08-04 04:56:02.029974,ACTIVE
USER01868,CU021,2025-08-08 04:56:02.029977,INACTIVE
USER01813,CU049,2024-06-16 04:56:02.029981,ACTIVE
USER00427,CU044,2025-02-10 04:56:02.029984,INACTIVE
USER01871,CU047,2024-12-18 04:56:02.029987,ACTIVE
USER01156,CU013,2025-09-30 04:56:02.029991,INACTIVE
USER01918,CU022,2025-06-20 04:56:02.029994,INACTIVE
USER00933,CU014,2024-12-02 04:56:02.029997,INACTIVE
USER01049,CU045,2024-08-12 04:56:02.030003,ACTIVE
USER00141,CU059,2025-12-09 04:56:02.030006,INACTIVE
USER01657,CU013,2024-12-23 04:56:02.030010,ACTIVE
USER01538,CU028,2024-12-17 04:56:02.030013,ACTIVE
USER00416,CU024,2024-07-04 04:56:02.030016,ACTIVE
USER01481,CU014,2025-11-16 04:56:02.030019,INACTIVE
USER00002,CU005,2024-06-13 04:56:02.030022,INACTIVE
USER01930,CU002,2024-10-26 04:56:02.030025,ACTIVE
USER01928,CU049,2026-01-12 04:56:02.030028,ACTIVE
USER01607,CU034,2025-05-29 04:56:02.030031,ACTIVE
USER00462,CU036,2024-07-19 04:56:02.030035,INACTIVE
USER00297,CU017,2025-07-21 04:56:02.030038,ACTIVE
USER01645,CU047,2024-11-11 04:56:02.030041,ACTIVE
USER00053,CU005,2024-09-08 04:56:02.030044,ACTIVE
USER01207,CU057,2025-01-05 04:56:02.030047,INACTIVE
USER01320,CU060,2024-09-29 04:56:02.030051,ACTIVE
USER01850,CU041,2025-01-23 04:56:02.030054,INACTIVE
USER00272,CU048,2025-05-07 04:56:02.030057,INACTIVE
USER00018,CU046,2025-06-23 04:56:02.030061,INACTIVE
USER00611,CU054,2024-06-10 04:56:02.030064,ACTIVE
USER00965,CU017,2025-08-31 04:56:02.030067,INACTIVE
USER01416,CU038,2024-11-15 04:56:02.030070,ACTIVE
USER00207,CU056,2025-06-14 04:56:02.030073,ACTIVE
USER00329,CU002,2024-09-14 04:56:02.030076,INACTIVE
USER01837,CU054,2025-04-29 04:56:02.030079,INACTIVE
USER00436,CU040,2025-12-20 04:56:02.030082,ACTIVE
USER00245,CU030,2025-09-17 04:56:02.030086,INACTIVE
USER00278,CU038,2025-03-15 04:56:02.030089,ACTIVE
USER01013,CU008,2025-01-22 04:56:02.030092,ACTIVE
USER00026,CU038,2024-10-25 04:56:02.030096,INACTIVE
USER01514,CU054,2024-07-09 04:56:02.030099,INACTIVE
USER01328,CU040,2024-08-02 04:56:02.030102,INACTIVE
USER00141,CU028,2025-06-15 04:56:02.030105,INACTIVE
USER00095,CU039,2025-10-21 04:56:02.030109,INACTIVE
USER00863,CU004,2024-06-20 04:56:02.030112,ACTIVE
USER00734,CU029,2025-08-11 04:56:02.030118,INACTIVE
USER00225,CU030,2025-08-23 04:56:02.030121,INACTIVE
USER00322,CU034,2025-12-05 04:56:02.030124,INACTIVE
USER01456,CU019,2024-10-09 04:56:02.030127,ACTIVE
USER00835,CU059,2025-01-13 04:56:02.030130,INACTIVE
USER01597,CU033,2025-04-29 04:56:02.030133,INACTIVE
USER00625,CU018,2025-10-07 04:56:02.030136,INACTIVE
USER00893,CU051,2025-01-11 04:56:02.030139,ACTIVE
USER01181,CU005,2024-11-23 04:56:02.030142,ACTIVE
USER01508,CU019,2025-11-22 04:56:02.030146,INACTIVE
USER01067,CU002,2025-08-24 04:56:02.030150,ACTIVE
USER01940,CU036,2025-05-19 04:56:02.030153,ACTIVE
USER00440,CU046,2025-12-16 04:56:02.030157,INACTIVE
USER01456,CU053,2024-10-06 04:56:02.030159,ACTIVE
USER00878,CU019,2025-10-17 04:56:02.030163,ACTIVE
USER00662,CU031,2024-08-26 04:56:02.030166,INACTIVE
USER00640,CU004,2024-09-28 04:56:02.030168,ACTIVE
USER01236,CU030,2025-08-24 04:56:02.030171,INACTIVE
USER01957,CU018,2026-01-12 04:56:02.030174,INACTIVE
USER01184,CU030,2026-01-01 04:56:02.030178,INACTIVE
USER01107,CU009,2024-11-26 04:56:02.030181,INACTIVE
USER01816,CU001,2025-03-08 04:56:02.030184,INACTIVE
USER01766,CU009,2024-08-10 04:56:02.030187,INACTIVE
USER01603,CU031,2025-08-30 04:56:02.030191,INACTIVE
USER00727,CU004,2024-07-19 04:56:02.030194,INACTIVE
USER00258,CU008,2025-03-10 04:56:02.030197,ACTIVE
USER00999,CU039,2025-11-16 04:56:02.030200,ACTIVE
USER01122,CU013,2025-08-29 04:56:02.030204,ACTIVE
USER00145,CU053,2025-02-13 04:56:02.030207,INACTIVE
USER00633,CU001,2025-04-18 04:56:02.030210,INACTIVE
USER01097,CU024,2025-05-05 04:56:02.030213,ACTIVE
USER01595,CU011,2025-08-19 04:56:02.030217,ACTIVE
USER01672,CU037,2026-01-25 04:56:02.030220,INACTIVE
USER00766,CU043,2024-08-14 04:56:02.030223,INACTIVE
USER01416,CU059,2024-09-26 04:56:02.030226,ACTIVE
USER00795,CU050,2025-04-15 04:56:02.030230,INACTIVE
USER00976,CU026,2025-02-02 04:56:02.030233,INACTIVE
USER01646,CU051,2025-09-22 04:56:02.030236,ACTIVE
USER01056,CU010,2025-08-04 04:56:02.030240,ACTIVE
USER00267,CU045,2025-07-04 04:56:02.030243,INACTIVE
USER00715,CU028,2026-01-25 04:56:02.030246,INACTIVE
USER00952,CU060,2025-06-26 04:56:02.030250,ACTIVE
USER00106,CU012,2025-07-15 04:56:02.030254,ACTIVE
USER01767,CU031,2025-11-01 04:56:02.030257,ACTIVE
USER00451,CU045,2025-01-02 04:56:02.030261,ACTIVE
USER01760,CU038,2024-10-02 04:56:02.030265,INACTIVE
USER00770,CU038,2025-09-07 04:56:02.030268,ACTIVE
USER01801,CU047,2024-09-22 04:56:02.030272,INACTIVE
USER01650,CU060,2025-10-17 04:56:02.030276,INACTIVE
USER00858,CU025,2025-11-05 04:56:02.030279,INACTIVE
USER00565,CU019,2025-11-22 04:56:02.030299,INACTIVE
USER01581,CU011,2024-11-07 04:56:02.030303,ACTIVE
USER01945,CU056,2025-10-23 04:56:02.030306,INACTIVE
USER01447,CU043,2024-12-12 04:56:02.030309,ACTIVE
USER01543,CU032,2025-03-30 04:56:02.030313,INACTIVE
USER00808,CU002,2025-03-27 04:56:02.030316,ACTIVE
USER01095,CU010,2024-10-31 04:56:02.030319,INACTIVE
USER00248,CU011,2025-12-20 04:56:02.030323,INACTIVE
USER00138,CU011,2024-11-26 04:56:02.030325,ACTIVE
USER00025,CU056,2024-11-26 04:56:02.030329,INACTIVE
USER01950,CU035,2025-07-17 04:56:02.030332,INACTIVE
USER00459,CU055,2025-09-03 04:56:02.030335,ACTIVE
USER00275,CU017,2025-12-23 04:56:02.030338,ACTIVE
USER00540,CU031,2025-05-03 04:56:02.030341,INACTIVE
USER01741,CU036,2024-07-13 04:56:02.030345,INACTIVE
USER01797,CU058,2025-11-01 04:56:02.030349,ACTIVE
USER00682,CU059,2024-11-04 04:56:02.030352,ACTIVE
USER01182,CU019,2024-10-05 04:56:02.030355,ACTIVE
USER01598,CU015,2025-01-24 04:56:02.030359,ACTIVE
USER01600,CU006,2025-02-03 04:56:02.030361,ACTIVE
USER00501,CU028,2024-11-08 04:56:02.030365,INACTIVE
USER00195,CU022,2024-07-30 04:56:02.030368,ACTIVE
USER01628,CU002,2025-09-20 04:56:02.030371,INACTIVE
USER00903,CU033,2025-12-23 04:56:02.030375,ACTIVE
USER00259,CU022,2025-03-08 04:56:02.030378,INACTIVE
USER01386,CU055,2025-08-04 04:56:02.030381,INACTIVE
USER01632,CU008,2024-10-13 04:56:02.030384,INACTIVE
USER00501,CU049,2025-08-24 04:56:02.030386,INACTIVE
USER01541,CU005,2024-08-31 04:56:02.030390,ACTIVE
USER00198,CU060,2025-06-21 04:56:02.030393,INACTIVE
USER00800,CU008,2025-02-11 04:56:02.030396,ACTIVE
USER00100,CU006,2024-11-16 04:56:02.030400,INACTIVE
USER01715,CU059,2024-06-26 04:56:02.030403,INACTIVE
USER00346,CU027,2024-06-21 04:56:02.030407,ACTIVE
USER01460,CU009,2025-12-21 04:56:02.030410,INACTIVE
USER01006,CU021,2025-03-15 04:56:02.030413,INACTIVE
USER01829,CU014,2025-01-28 04:56:02.030417,INACTIVE
USER01731,CU015,2024-07-17 04:56:02.030421,INACTIVE
USER00077,CU036,2025-03-16 04:56:02.030424,INACTIVE
USER00575,CU012,2025-05-08 04:56:02.030427,INACTIVE
USER01838,CU028,2026-01-18 04:56:02.030430,INACTIVE
USER01746,CU037,2024-10-23 04:56:02.030433,ACTIVE
USER01400,CU004,2025-08-06 04:56:02.030437,INACTIVE
USER01954,CU053,2025-11-23 04:56:02.030440,INACTIVE
USER01093,CU057,2025-03-19 04:56:02.030443,ACTIVE
USER01894,CU012,2025-02-19 04:56:02.030446,INACTIVE
USER00225,CU039,2025-08-29 04:56:02.030449,INACTIVE
USER00329,CU059,2025-04-02 04:56:02.030452,INACTIVE
USER00710,CU022,2025-09-01 04:56:02.030456,ACTIVE
USER00406,CU053,2025-11-25 04:56:02.030459,INACTIVE
USER00658,CU059,2025-04-09 04:56:02.030462,INACTIVE
USER01921,CU054,2025-08-10 04:56:02.030465,INACTIVE
USER00684,CU036,2025-03-21 04:56:02.030469,ACTIVE
USER00166,CU059,2024-09-25 04:56:02.030472,ACTIVE
USER01492,CU014,2024-09-23 04:56:02.030475,INACTIVE
USER01394,CU047,2025-07-19 04:56:02.030479,ACTIVE
USER01575,CU057,2025-08-09 04:56:02.030482,ACTIVE
USER01095,CU053,2025-06-05 04:56:02.030485,ACTIVE
USER01778,CU006,2025-01-24 04:56:02.030489,INACTIVE
USER00173,CU014,2025-10-05 04:56:02.030492,ACTIVE
USER01709,CU034,2025-07-15 04:56:02.030495,INACTIVE
USER01112,CU039,2024-06-28 04:56:02.030498,ACTIVE
USER00616,CU031,2025-11-13 04:56:02.030501,INACTIVE
USER00589,CU027,2025-04-03 04:56:02.030504,ACTIVE
